catalogNumber	_itemNo	_imageNo	placement	placementRemarks	url	generalRemarks
A25293		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25293-01.jpg	
A25302		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25302-01.jpg	
A25858		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25858-01.jpg	
A25856		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25856-01.jpg	
A25341		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25341-01.jpg	
A25863		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25863-01.jpg	
A25859		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25859-01.jpg	
A25195		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25195-01.jpg	
A25202		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25202-01.jpg	
A25239		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25239-01.jpg	
A25274		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25274-01.jpg	
A25383		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25383-01.jpg	
A25305		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25305-01.jpg	
A25301		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25301-01.jpg	
A25294		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25294-01.jpg	
A25201		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25201-01.jpg	
A25316		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25316-01.jpg	
A25256		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25256-01.jpg	
A25200		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25200-01.jpg	
A25272		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25272-01.jpg	
A25365		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25365-01.jpg	
A25240		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25240-01.jpg	
A25331		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25331-01.jpg	
A25321		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25321-01.jpg	
A25363		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25363-01.jpg	
A25210		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25210-01.jpg	
A25018		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25018-01.jpg	
A25224		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25224-01.jpg	
A25304		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25304-01.jpg	
A25217		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25217-01.jpg	
A25394		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25394-01.jpg	
A25337		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25337-01.jpg	
A25220		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25220-01.jpg	
A25338		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25338-01.jpg	
A25381		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25381-01.jpg	
A25311		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25311-01.jpg	
A25378		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25378-01.jpg	
A25402		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25402-01.jpg	
A25366		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25366-01.jpg	
A25380		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25380-01.jpg	
A25393		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25393-01.jpg	
A25391		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25391-01.jpg	
A25390		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25390-01.jpg	
A25372		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25372-01.jpg	
A25392		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25392-01.jpg	
A25339		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25339-01.jpg	
A25369		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25369-01.jpg	
A25352		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25352-01.jpg	
A25374		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25374-01.jpg	
A25385		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25385-01.jpg	
A25317		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25317-01.jpg	
A25307		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25307-01.jpg	
A25309		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25309-01.jpg	
A25314		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25314-01.jpg	
A25376		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25376-01.jpg	
A25312		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25312-01.jpg	
A25359		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25359-01.jpg	
A25285		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25285-01.jpg	
A25214		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25214-01.jpg	
A25343		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25343-01.jpg	
A25375		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25375-01.jpg	
A25287		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25287-01.jpg	
A25310		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25310-01.jpg	
A25350		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25350-01.jpg	
A25263		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25263-01.jpg	
A25382		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25382-01.jpg	
A25273		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25273-01.jpg	
A25348		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25348-01.jpg	
A25225		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25225-01.jpg	
A25401		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25401-01.jpg	
A25236		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25236-01.jpg	
A25265		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25265-01.jpg	
A25209		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25209-01.jpg	
A25186		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25186-01.jpg	
A25861		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25861-01.jpg	
A25252		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25252-01.jpg	
A25332		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25332-01.jpg	
A25207		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25207-01.jpg	
A25860		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25860-01.jpg	
A25360		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25360-01.jpg	
A25275		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25275-01.jpg	
A25199		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25199-01.jpg	
A25772		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25772-01.jpg	
A25262		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25262-01.jpg	
A25196		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25196-01.jpg	
A25204		1	POL. 70,22	Hornsund-Treskelen. Karb./Perm/Trias	PMO-A25204-01.jpg	
A25117		1	POL. 70,24	Hornsund-Tresken	PMO-A25117-01.jpg	
A25118		1	POL. 70,24	Hornsund-Tresken	PMO-A25118-01.jpg	
A25119		1	POL. 70,24	Hornsund-Tresken	PMO-A25119-01.jpg	
A25120		1	POL. 70,24	Hornsund-Tresken	PMO-A25120-01.jpg	
A25122		1	POL. 70,24	Hornsund-Tresken	PMO-A25122-01.jpg	
A25126		1	POL. 70,24	Hornsund-Tresken	PMO-A25126-01.jpg	
A25128		1	POL. 70,24	Hornsund-Tresken	PMO-A25128-01.jpg	
A25135		1	POL. 70,24	Hornsund-Tresken	PMO-A25135-01.jpg	
A25620		1	POL. 70,24	Hornsund-Tresken	PMO-A25620-01.jpg	
A25171		1	POL. 70,24	Hornsund-Tresken	PMO-A25171-01.jpg	
A25179		1	POL. 70,24	Hornsund-Tresken	PMO-A25179-01.jpg	
A25638		1	POL. 70,24	Hornsund-Tresken	PMO-A25638-01.jpg	
A25639		1	POL. 70,24	Hornsund-Tresken	PMO-A25639-01.jpg	
A25640		1	POL. 70,24	Hornsund-Tresken	PMO-A25640-01.jpg	
A25651		1	POL. 70,24	Hornsund-Tresken	PMO-A25651-01.jpg	
A25668		1	POL. 70,24	Hornsund-Tresken	PMO-A25668-01.jpg	
A25669		1	POL. 70,24	Hornsund-Tresken	PMO-A25669-01.jpg	
A25155		1	POL. 70,24	Hornsund-Tresken	PMO-A25155-01.jpg	
A25689		1	POL. 70,24	Hornsund-Tresken	PMO-A25689-01.jpg	
A25134		1	POL. 70,24	Hornsund-Tresken	PMO-A25134-01.jpg	
A25154		1	POL. 70,24	Hornsund-Tresken	PMO-A25154-01.jpg	
A25156		1	POL. 70,24	Hornsund-Tresken	PMO-A25156-01.jpg	
A25157		1	POL. 70,24	Hornsund-Tresken	PMO-A25157-01.jpg	
A25621		1	POL. 70,24	Hornsund-Tresken	PMO-A25621-01.jpg	
A25676		1	POL. 70,24	Hornsund-Tresken	PMO-A25676-01.jpg	
A25683		1	POL. 70,24	Hornsund-Tresken	PMO-A25683-01.jpg	
A25624		1	POL. 70,24	Hornsund-Tresken	PMO-A25624-01.jpg	
A25625		1	POL. 70,24	Hornsund-Tresken	PMO-A25625-01.jpg	
A25627		1	POL. 70,24	Hornsund-Tresken	PMO-A25627-01.jpg	
A25633		1	POL. 70,24	Hornsund-Tresken	PMO-A25633-01.jpg	
A25650		1	POL. 70,24	Hornsund-Tresken	PMO-A25650-01.jpg	
A25662		1	POL. 70,24	Hornsund-Tresken	PMO-A25662-01.jpg	
A25684		1	POL. 70,24	Hornsund-Tresken	PMO-A25684-01.jpg	
A25685		1	POL. 70,24	Hornsund-Tresken	PMO-A25685-01.jpg	
A25687		1	POL. 70,24	Hornsund-Tresken	PMO-A25687-01.jpg	
A25691		1	POL. 70,24	Hornsund-Tresken	PMO-A25691-01.jpg	
A25644		1	POL. 70,24	Hornsund-Tresken	PMO-A25644-01.jpg	
A25648		1	POL. 70,24	Hornsund-Tresken	PMO-A25648-01.jpg	
A25680		1	POL. 70,24	Hornsund-Tresken	PMO-A25680-01.jpg	
A25121		1	POL. 70,24	Hornsund-Tresken	PMO-A25121-01.jpg	
A25138		1	POL. 70,24	Hornsund-Tresken	PMO-A25138-01.jpg	
A25680b		1	POL. 70,24	Hornsund-Tresken	PMO-A25680b-01.jpg	
A25680		2	POL. 70,24	Hornsund-Tresken	PMO-A25680-02.jpg	
A25640		2	POL. 70,24	Hornsund-Tresken	PMO-A25640-02.jpg	
A25638		2	POL. 70,24	Hornsund-Tresken	PMO-A25638-02.jpg	
A25120		2	POL. 70,24	Hornsund-Tresken	PMO-A25120-02.jpg	
A25639		2	POL. 70,24	Hornsund-Tresken	PMO-A25639-02.jpg	
A25157		2	POL. 70,24	Hornsund-Tresken	PMO-A25157-02.jpg	
A25126		2	POL. 70,24	Hornsund-Tresken	PMO-A25126-02.jpg	
A25126		2	POL. 70,24	Hornsund-Tresken	PMO-A25126-02.jpg	
A25621		2	POL. 70,24	Hornsund-Tresken	PMO-A25621-02.jpg	
A25648		2	POL. 70,24	Hornsund-Tresken	PMO-A25648-02.jpg	
A25128		2	POL. 70,24	Hornsund-Tresken	PMO-A25128-02.jpg	
A25155		2	POL. 70,24	Hornsund-Tresken	PMO-A25155-02.jpg	
A25423		1	POL. 70,24	Hornsund-Tresken	PMO-A25423-01.jpg	
A25179		2	POL. 70,24	Hornsund-Tresken	PMO-A25179-02.jpg	
A25632		1	POL. 70,24	Hornsund-Tresken	PMO-A25632-01.jpg	
A25689		2	POL. 70,24	Hornsund-Tresken	PMO-A25689-02.jpg	
A25135		2	POL. 70,24	Hornsund-Tresken	PMO-A25135-02.jpg	
A25625		2	POL. 70,24	Hornsund-Tresken	PMO-A25625-02.jpg	
A25624		2	POL. 70,24	Hornsund-Tresken	PMO-A25624-02.jpg	
A25622		1	POL. 70,24	Hornsund-Tresken	PMO-A25622-01.jpg	
A25171		2	POL. 70,24	Hornsund-Tresken	PMO-A25171-02.jpg	
A25169		1	POL. 70,24	Hornsund-Tresken	PMO-A25169-01.jpg	
A25540		1	POL. 70,24	Hornsund-Tresken	PMO-A25540-01.jpg	
A25164		1	POL. 70,24	Hornsund-Tresken	PMO-A25164-01.jpg	
A25165		1	POL. 70,24	Hornsund-Tresken	PMO-A25165-01.jpg	
A25538		1	POL. 70,24	Hornsund-Tresken	PMO-A25538-01.jpg	
A25539		1	POL. 70,24	Hornsund-Tresken	PMO-A25539-01.jpg	
A25699		1	POL. 70,24	Hornsund-Tresken	PMO-A25699-01.jpg	
231.726		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.726-01.jpg	
231.727		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.727-01.jpg	
231.728		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.728-01.jpg	
120.818		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-120.818-01.jpg	
120.809		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-120.809-01.jpg	
231.724		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.724-01.jpg	
231.725		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.725-01.jpg	
231.722		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.722-01.jpg	
231.723		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.723-01.jpg	
231.720		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.720-01.jpg	
231.721		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.721-01.jpg	
231.717		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.717-01.jpg	
231.718		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.718-01.jpg	
231.719		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.719-01.jpg	
231.715		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.715-01.jpg	
231.716		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.716-01.jpg	
231.712		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.712-01.jpg	
231.713		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.713-01.jpg	
231.714		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.714-01.jpg	
231.709		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.709-01.jpg	
231.710		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.710-01.jpg	
231.711		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.711-01.jpg	
231.708		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.708-01.jpg	
231.703		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.703-01.jpg	
231.702		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.702-01.jpg	
231.706		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.706-01.jpg	
231.704		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.704-01.jpg	
231.705		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.705-01.jpg	
231.707		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.707-01.jpg	
231.748		1	POL. 70,25	Hornsund. Perm/Kapp Starostin FM. T. Hellem	PMO-231.748-01.jpg	
A33232		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33232-01.jpg	
A28313-18		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A28313-18-01.jpg	
A25094		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A25094-01.jpg	
A25644		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A25644-01.jpg	
A25171c		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A25171c-01.jpg	
A25100		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A25100-01.jpg	
A25057		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A25057-01.jpg	
231.789		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-231.789-01.jpg	
231.789		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-231.789-01.jpg	
231.790		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-231.790-01.jpg	
231.788		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-231.788-01.jpg	
A33231		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33231-01.jpg	
A33223		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33223-01.jpg	
A33227		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33227-01.jpg	
A33229		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33229-01.jpg	
A33232		2	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33232-02.jpg	
A33230		1	Pol. 70,17	Øyrlandet-Siedlecki; Karb. perm.	PMO-A33230-01.jpg	
A25222		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25222-01.jpg	
A25222		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25222-01.jpg	
A25188		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25188-01.jpg	
A25193		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25193-01.jpg	
A25194		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25194-01.jpg	
A25198		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25198-01.jpg	
A25203		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25203-01.jpg	
A25865		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25865-01.jpg	
25864		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-25864-01.jpg	
A25189		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25189-01.jpg	
A25250		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25250-01.jpg	
A25280		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25280-01.jpg	
A25191		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25191-01.jpg	
A25190		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25190-01.jpg	
A25206		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25206-01.jpg	
A25249		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25249-01.jpg	
A25228		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25228-01.jpg	
25866		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-25866-01.jpg	
A25187		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25187-01.jpg	
A25205		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25205-01.jpg	
A25269		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25269-01.jpg	
A25257		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25257-01.jpg	
A25270		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25270-01.jpg	
A25271		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25271-01.jpg	
A25192		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25192-01.jpg	
A25218		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25218-01.jpg	
A25389		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25389-01.jpg	
A25336		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25336-01.jpg	
A25364		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25364-01.jpg	
A25197		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25197-01.jpg	
A25389		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25389-01.jpg	
A25212		1	POL. 70,21	Hornsund-Treskelen; Brachypodon, Div. invertebrater	PMO-A25212-01.jpg	
231.562		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.562-01.jpg	
231.562		2	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.562-02.jpg	
A9777		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9777-01.jpg	
A9786		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9786-01.jpg	
A9823		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9823-01.jpg	
A9822		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9822-01.jpg	
231.565		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.565-01.jpg	
231.566		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.566-01.jpg	
231.564		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.564-01.jpg	
231.563		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.563-01.jpg	
231.563		2	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.563-02.jpg	
A10344		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10344-01.jpg	Etikett mangler
A10346		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10346-01.jpg	Etikett mangler
A10345		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10345-01.jpg	Etikett mangler
A10348		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10348-01.jpg	Etikett mangler
A10347		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10347-01.jpg	Etikett mangler
H4862		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-H4862-01.jpg	Objekt mangler
H 4864		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-H 4864-01.jpg	Objekt mangler
231.569		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.569-01.jpg	
231.573		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.573-01.jpg	
231.568		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.568-01.jpg	
231.570		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.570-01.jpg	
231.571		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.571-01.jpg	
231.572		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.572-01.jpg	
A33242		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A33242-01.jpg	
A9775		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9775-01.jpg	
A9728		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9728-01.jpg	Mangler objekt A9730, iflg. etikett
A4084		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A4084-01.jpg	Mismatch etikett og objekt
A9753		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9753-01.jpg	Mismatch etikett og objekt
A10036		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10036-01.jpg	
A9744		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9744-01.jpg	
A10015		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10015-01.jpg	
A10014		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10014-01.jpg	Siste del av original nummeretiketten mangler
A9783		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9783-01.jpg	
A9779		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9779-01.jpg	
A9781		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9781-01.jpg	
A9784		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9784-01.jpg	
A9778		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9778-01.jpg	
