catalogNumber	_itemNo	_imageNo	placement	placementRemarks	url	generalRemarks
231.872		1	POL. 70,05		PMO-231.872-01.jpg	8
231.873		1	POL. 70,05		PMO-231.873-01.jpg	8
231.874		1	POL. 70,05		PMO-231.874-01.jpg	8
H3936		1	POL. 70,05		PMO-H3936-01.jpg	8
A25729		1	POL. 70,05		PMO-A25729-01.jpg	8
H6368		1	POL. 70,05		PMO-H6368-01.jpg	8
H6372		1	POL. 70,05		PMO-H6372-01.jpg	8
H3915		1	POL. 70,05		PMO-H3915-01.jpg	8
H3927		1	POL. 70,05		PMO-H3927-01.jpg	8
H3916		1	POL. 70,05		PMO-H3916-01.jpg	8
H3919		1	POL. 70,05		PMO-H3919-01.jpg	8
H3821		1	POL. 70,05		PMO-H3821-01.jpg	8
H3918		1	POL. 70,05		PMO-H3918-01.jpg	8
H3920		1	POL. 70,05		PMO-H3920-01.jpg	8
231.875		1	POL. 70,05		PMO-231.875-01.jpg	8
231.876		1	POL. 70,05		PMO-231.876-01.jpg	8
231.877		1	POL. 70,05		PMO-231.877-01.jpg	8
231.878		1	POL. 70,05		PMO-231.878-01.jpg	8
231.879		1	POL. 70,05		PMO-231.879-01.jpg	8
H3913		1	POL. 70,05		PMO-H3913-01.jpg	8
232.014		1	POL. 69,17		PMO-232.014-01.jpg	8
232.009		1	POL. 69,17		PMO-232.009-01.jpg	8
232.010		1	POL. 69,17		PMO-232.010-01.jpg	8
232.011		1	POL. 69,17		PMO-232.011-01.jpg	8
232.012		1	POL. 69,17		PMO-232.012-01.jpg	8
232.013		1	POL. 69,17		PMO-232.013-01.jpg	8
232.008		1	POL. 69,17		PMO-232.008-01.jpg	8
232.096		1	POL. 69,18		PMO-232.096-01.jpg	8
232.097		1	POL. 69,18		PMO-232.097-01.jpg	8
232.098		1	POL. 69,18		PMO-232.098-01.jpg	8
232.099		1	POL. 69,18		PMO-232.099-01.jpg	8
A13365		1	POL. 69,18		PMO-A13365-01.jpg	8
A13388		1	POL. 69,18		PMO-A13388-01.jpg	8
A13397		1	POL. 69,18		PMO-A13397-01.jpg	8
A13404		1	POL. 69,18		PMO-A13404-01.jpg	8
A13406		1	POL. 69,18		PMO-A13406-01.jpg	8
A13408		1	POL. 69,18		PMO-A13408-01.jpg	8
A13432		1	POL. 69,18		PMO-A13432-01.jpg	8
A13436		1	POL. 69,18		PMO-A13436-01.jpg	8
A13451		1	POL. 69,18		PMO-A13451-01.jpg	8
A13795		1	POL. 69,18	Pluss glass med saparate brachiopoder	PMO-A13795-01.jpg	8
A13777		1	POL. 69,18	Pluss glass med saparate brachiopoder	PMO-A13777-01.jpg	8
A13800		1	POL. 69,18	Pluss glass med saparate brachiopoder	PMO-A13800-01.jpg	8
A13770		1	POL. 69,18		PMO-A13770-01.jpg	8
A25715		1	POL. 69,18		PMO-A25715-01.jpg	8
A25716		1	POL. 69,18		PMO-A25716-01.jpg	8
A25717		1	POL. 69,18		PMO-A25717-01.jpg	8
A25718		1	POL. 69,18		PMO-A25718-01.jpg	8
A25719		1	POL. 69,18		PMO-A25719-01.jpg	8
A25720		1	POL. 69,18		PMO-A25720-01.jpg	8
A25721		1	POL. 69,18		PMO-A25721-01.jpg	8
A25722		1	POL. 69,18		PMO-A25722-01.jpg	8
A25723		1	POL. 69,18		PMO-A25723-01.jpg	8
A13462		1	POL. 69,18		PMO-A13462-01.jpg	8
A13626		1	POL. 69,18		PMO-A13626-01.jpg	8
A40845		1	POL. 69,18		PMO-A40845-01.jpg	8
A25852		1	POL. 69,18		PMO-A25852-01.jpg	8
A13625		1	POL. 69,18		PMO-A13625-01.jpg	8
232.100		1	POL. 69,18		PMO-232.100-01.jpg	8
232.101		1	POL. 69,18		PMO-232.101-01.jpg	8
232.102		1	POL. 69,18		PMO-232.102-01.jpg	8
232.103		1	POL. 69,18		PMO-232.103-01.jpg	8
232.104		1	POL. 69,18		PMO-232.104-01.jpg	8
232.106		1	POL. 69,18		PMO-232.106-01.jpg	8
232.128		1	POL. 69,18		PMO-232.128-01.jpg	8
H1296		1	POL. 69,18		PMO-H1296-01.jpg	8
232.105		1	POL. 69,18		PMO-232.105-01.jpg	8
H3649		1	POL. 70,08		PMO-H3649-01.jpg	8
H3651		1	POL. 70,08		PMO-H3651-01.jpg	8
H1003		1	POL. 70,08		PMO-H1003-01.jpg	8
H3820		1	POL. 70,08		PMO-H3820-01.jpg	8
H3653		1	POL. 70,08		PMO-H3653-01.jpg	8
H6101		1	POL. 70,08		PMO-H6101-01.jpg	8
H3664		1	POL. 70,08		PMO-H3664-01.jpg	8
H3874		1	POL. 70,08		PMO-H3874-01.jpg	8
H3656		1	POL. 70,08		PMO-H3656-01.jpg	8
H1023		1	POL. 70,08		PMO-H1023-01.jpg	8
H3695		1	POL. 70,08		PMO-H3695-01.jpg	8
H6104		1	POL. 70,08		PMO-H6104-01.jpg	8
H3661		1	POL. 70,08		PMO-H3661-01.jpg	8
H3945		1	POL. 70,08		PMO-H3945-01.jpg	8
232.127		1	POL. 70,08		PMO-232.127-01.jpg	8
H3728		1	POL. 70,08		PMO-H3728-01.jpg	8
H3667		1	POL. 70,08		PMO-H3667-01.jpg	8
H3696		1	POL. 70,08		PMO-H3696-01.jpg	8
H3640		1	POL. 70,08		PMO-H3640-01.jpg	8
H3838		1	POL. 70,08		PMO-H3838-01.jpg	8
H3710		1	POL. 70,08		PMO-H3710-01.jpg	8
A35834		1	POL. 70,08		PMO-A35834-01.jpg	8
H3701		1	POL. 70,08		PMO-H3701-01.jpg	8
H3702		1	POL. 70,08		PMO-H3702-01.jpg	8
3702		1	POL. 70,08		PMO-3702-01.jpg	8
H3652		1	POL. 70,08		PMO-H3652-01.jpg	8
H5954		1	POL. 70,08		PMO-H5954-01.jpg	8
H3700		1	POL. 70,08		PMO-H3700-01.jpg	8
232.179		1	POL. 69,12		PMO-232.179-01.jpg	8
232.180		1	POL. 69,12		PMO-232.180-01.jpg	8
232.181		1	POL. 69,12		PMO-232.181-01.jpg	8
232.182		1	POL. 69,12		PMO-232.182-01.jpg	8
232.177		1	POL. 69,12		PMO-232.177-01.jpg	8
232.178		1	POL. 69,12		PMO-232.178-01.jpg	8
232.200		1	POL. 69,12		PMO-232.200-01.jpg	8
232.176		1	POL. 69,12		PMO-232.176-01.jpg	8
232.189		1	POL. 69,12		PMO-232.189-01.jpg	8
232.190		1	POL. 69,12		PMO-232.190-01.jpg	8
232.191		1	POL. 69,12		PMO-232.191-01.jpg	8
232.192		1	POL. 69,12		PMO-232.192-01.jpg	8
232.193		1	POL. 69,12		PMO-232.193-01.jpg	8
232.199		1	POL. 69,12		PMO-232.199-01.jpg	8
232.198		1	POL. 69,12		PMO-232.198-01.jpg	8
232.183		1	POL. 69,12		PMO-232.183-01.jpg	8
232.184		1	POL. 69,12		PMO-232.184-01.jpg	8
232.185		1	POL. 69,12		PMO-232.185-01.jpg	8
232.186		1	POL. 69,12		PMO-232.186-01.jpg	8
232.187		1	POL. 69,12		PMO-232.187-01.jpg	8
232.188		1	POL. 69,12		PMO-232.188-01.jpg	8
232.194		1	POL. 69,12		PMO-232.194-01.jpg	8
232.195		1	POL. 69,12		PMO-232.195-01.jpg	8
232.196		1	POL. 69,12		PMO-232.196-01.jpg	8
232.197		1	POL. 69,12		PMO-232.197-01.jpg	8
231.883		1	POL. 69,25		PMO-231.883-01.jpg	4
231.890		1	POL. 69,25		PMO-231.890-01.jpg	4
231.882		1	POL. 69,25		PMO-231.882-01.jpg	4
231.884		1	POL. 69,25		PMO-231.884-01.jpg	4
231.885		1	POL. 69,25		PMO-231.885-01.jpg	4
231.886		1	POL. 69,25		PMO-231.886-01.jpg	4
231.887		1	POL. 69,25		PMO-231.887-01.jpg	4
231.893		1	POL. 69,25		PMO-231.893-01.jpg	4
231.880		1	POL. 69,25		PMO-231.880-01.jpg	4
231.881		1	POL. 69,25		PMO-231.881-01.jpg	4
231.889		1	POL. 69,25		PMO-231.889-01.jpg	4
231.888		1	POL. 69,25		PMO-231.888-01.jpg	4
231.891		1	POL. 69,25		PMO-231.891-01.jpg	4
231.892		1	POL. 69,25		PMO-231.892-01.jpg	4
232.035		1	POL. 69,24		PMO-232.035-01.jpg	4
232.036		1	POL. 69,24		PMO-232.036-01.jpg	4
232.016		1	POL. 69,24		PMO-232.016-01.jpg	4
232.015		1	POL. 69,24		PMO-232.015-01.jpg	4
232.017		1	POL. 69,24		PMO-232.017-01.jpg	4
232.029		1	POL. 69,24		PMO-232.029-01.jpg	4
232.021		1	POL. 69,24		PMO-232.021-01.jpg	4
232.020		1	POL. 69,24		PMO-232.020-01.jpg	4
232.033		1	POL. 69,24		PMO-232.033-01.jpg	4
232.019		1	POL. 69,24		PMO-232.019-01.jpg	4
232.018		1	POL. 69,24		PMO-232.018-01.jpg	4
232.023		1	POL. 69,24		PMO-232.023-01.jpg	4
232.024		1	POL. 69,24		PMO-232.024-01.jpg	4
232.027		1	POL. 69,24		PMO-232.027-01.jpg	4
232.039		1	POL. 69,24		PMO-232.039-01.jpg	4
232.034		1	POL. 69,24		PMO-232.034-01.jpg	4
232.041		1	POL. 69,24		PMO-232.041-01.jpg	4
232.030		1	POL. 69,24		PMO-232.030-01.jpg	4
232.031		1	POL. 69,24		PMO-232.031-01.jpg	4
232.032		1	POL. 69,24		PMO-232.032-01.jpg	4
232.028		1	POL. 69,24		PMO-232.028-01.jpg	4
232.040		1	POL. 69,24		PMO-232.040-01.jpg	4
232.022		1	POL. 69,24		PMO-232.022-01.jpg	4
232.025		1	POL. 69,24		PMO-232.025-01.jpg	4
232.038		1	POL. 69,24		PMO-232.038-01.jpg	4
232.042		1	POL. 69,24		PMO-232.042-01.jpg	4
232.026		1	POL. 69,24		PMO-232.026-01.jpg	4
232.037		1	POL. 69,24		PMO-232.037-01.jpg	4
231.578		1	POL. 67,08		PMO-231.578-01.jpg	4
231.759		1	POL. 67,08		PMO-231.759-01.jpg	4
231.591		1	POL. 67,08		PMO-231.591-01.jpg	4
A32882		1	POL. 67,08		PMO-A32882-01.jpg	4
231.583		1	POL. 67,08		PMO-231.583-01.jpg	4
A32948		1	POL. 67,08		PMO-A32948-01.jpg	4
A32893		1	POL. 67,08		PMO-A32893-01.jpg	4
A32889		1	POL. 67,08		PMO-A32889-01.jpg	4
A32890		1	POL. 67,08		PMO-A32890-01.jpg	4
231.587		1	POL. 67,08		PMO-231.587-01.jpg	4
231.595		1	POL. 67,08		PMO-231.595-01.jpg	4
231.597		1	POL. 67,08		PMO-231.597-01.jpg	4
231.596		1	POL. 67,08		PMO-231.596-01.jpg	4
231.594		1	POL. 67,08		PMO-231.594-01.jpg	4
231.761		1	POL. 67,08		PMO-231.761-01.jpg	4
231.763		1	POL. 67,08		PMO-231.763-01.jpg	4
231.762		1	POL. 67,08		PMO-231.762-01.jpg	4
231.764		1	POL. 67,08		PMO-231.764-01.jpg	4
231.593		1	POL. 67,08		PMO-231.593-01.jpg	4
231.592		1	POL. 67,08		PMO-231.592-01.jpg	4
A32878		1	POL. 67,08		PMO-A32878-01.jpg	4
A33080		1	POL. 67,08		PMO-A33080-01.jpg	4
A32947		1	POL. 67,08		PMO-A32947-01.jpg	4
A32888		1	POL. 67,08		PMO-A32888-01.jpg	4
A33082		1	POL. 67,08		PMO-A33082-01.jpg	4
A33079		1	POL. 67,08		PMO-A33079-01.jpg	4
231.574		1	POL. 67,08		PMO-231.574-01.jpg	4
231.575		1	POL. 67,08		PMO-231.575-01.jpg	4
231.585		1	POL. 67,08		PMO-231.585-01.jpg	4
231.586		1	POL. 67,08		PMO-231.586-01.jpg	4
231.584		1	POL. 67,08		PMO-231.584-01.jpg	4
A33081		1	POL. 67,08		PMO-A33081-01.jpg	4
A33078		1	POL. 67,08	Dobbeltnummerering PMO 231.576	PMO-A33078-01.jpg	4
A33085		1	POL. 67,08		PMO-A33085-01.jpg	4
231.577		1	POL. 67,08		PMO-231.577-01.jpg	4
231.579		1	POL. 67,08		PMO-231.579-01.jpg	4
231.582		1	POL. 67,08		PMO-231.582-01.jpg	4
231.580		1	POL. 67,08		PMO-231.580-01.jpg	4
231.581		1	POL. 67,08		PMO-231.581-01.jpg	4
231.760		1	POL. 67,08		PMO-231.760-01.jpg	4
231.760		1	POL. 67,08		PMO-231.760A-01.jpg	4
231.760		1	POL. 67,08		PMO-231.760B-01.jpg	4
231.590		1	POL. 67,08		PMO-231.590-01.jpg	4
231.588		1	POL. 67,08		PMO-231.588-01.jpg	4
231.589		1	POL. 67,08		PMO-231.589-01.jpg	4
A32813		1	POL. 67,08		PMO-A32813-01.jpg	4
231.690		1	POL. 67,09		PMO-231.690-01.jpg	4
231.689		1	POL. 67,09		PMO-231.689-01.jpg	4
231.688		1	POL. 67,09		PMO-231.688-01.jpg	4
231.649		1	POL. 67,09		PMO-231.649-01.jpg	4
231.685		1	POL. 67,09		PMO-231.685-01.jpg	4
231.693		1	POL. 67,09		PMO-231.693-01.jpg	4
231.692		1	POL. 67,09		PMO-231.692-01.jpg	4
231.687		1	POL. 67,09		PMO-231.687-01.jpg	4
231.691		1	POL. 67,09		PMO-231.691-01.jpg	4
231.694		1	POL. 67,09		PMO-231.694-01.jpg	4
231.750		1	POL. 67,09		PMO-231.750-01.jpg	4
231.751		1	POL. 67,09		PMO-231.751-01.jpg	4
231.696		1	POL. 67,09		PMO-231.696-01.jpg	4
231.697		1	POL. 67,09		PMO-231.697-01.jpg	4
231.698		1	POL. 67,09		PMO-231.698-01.jpg	4
231.699		1	POL. 67,09		PMO-231.699-01.jpg	4
231.700		1	POL. 67,09		PMO-231.700-01.jpg	4
231.654		1	POL. 67,09		PMO-231.654-01.jpg	4
231.655		1	POL. 67,09		PMO-231.655-01.jpg	4
231.652		1	POL. 67,09		PMO-231.652-01.jpg	4
231.651		1	POL. 67,09		PMO-231.651-01.jpg	4
231.653		1	POL. 67,09		PMO-231.653-01.jpg	4
231.650		1	POL. 67,09		PMO-231.650-01.jpg	4
231.695		1	POL. 67,09		PMO-231.695-01.jpg	4
231.686		1	POL. 67,09		PMO-231.686-01.jpg	4
231.701		1	POL. 67,09		PMO-231.701-01.jpg	4
231.648		1	POL. 67,09		PMO-231.648-01.jpg	4
231.662		1	POL. 67,09		PMO-231.662-01.jpg	4
231.749		1	POL. 67,09		PMO-231.749-01.jpg	4
231.669		1	POL. 67,09		PMO-231.669-01.jpg	4
231.673		1	POL. 67,09		PMO-231.673-01.jpg	4
231.675		1	POL. 67,09		PMO-231.675-01.jpg	4
231.674		1	POL. 67,09		PMO-231.674-01.jpg	4
231.676		1	POL. 67,09		PMO-231.676-01.jpg	4
231.677		1	POL. 67,09		PMO-231.677-01.jpg	4
231.681		1	POL. 67,09		PMO-231.681-01.jpg	4
231.683		1	POL. 67,09		PMO-231.683-01.jpg	4
231.684		1	POL. 67,09		PMO-231.684-01.jpg	4
231.682		1	POL. 67,09		PMO-231.682-01.jpg	4
231.678		1	POL. 67,09		PMO-231.678-01.jpg	4
231.670		1	POL. 67,09		PMO-231.670-01.jpg	4
231.679		1	POL. 67,09		PMO-231.679-01.jpg	4
231.671		1	POL. 67,09		PMO-231.671-01.jpg	4
231.663		1	POL. 67,09		PMO-231.663-01.jpg	4
231.664		1	POL. 67,09		PMO-231.664-01.jpg	4
231.672		1	POL. 67,09		PMO-231.672-01.jpg	4
231.666		1	POL. 67,09		PMO-231.666-01.jpg	4
231.665		1	POL. 67,09		PMO-231.665-01.jpg	4
231.668		1	POL. 67,09		PMO-231.668-01.jpg	4
231.667		1	POL. 67,09		PMO-231.667-01.jpg	4
231.656		1	POL. 67,09		PMO-231.656-01.jpg	4
231.657		1	POL. 67,09		PMO-231.657-01.jpg	4
231.658		1	POL. 67,09		PMO-231.658-01.jpg	4
231.659		1	POL. 67,09		PMO-231.659-01.jpg	4
231.660		1	POL. 67,09		PMO-231.660-01.jpg	4
231.661		1	POL. 67,09		PMO-231.661-01.jpg	4
231.680		1	POL. 67,09		PMO-231.680-01.jpg	4
232.062		1	POL. 69,21		PMO-232.062-01.jpg	4
232.063		1	POL. 69,21		PMO-232.063-01.jpg	4
232.058		1	POL. 69,21		PMO-232.058-01.jpg	4
232.059		1	POL. 69,21		PMO-232.059-01.jpg	4
232.060		1	POL. 69,21		PMO-232.060-01.jpg	4
232.061		1	POL. 69,21		PMO-232.061-01.jpg	4
232.056		1	POL. 69,21		PMO-232.056-01.jpg	4
232.057		1	POL. 69,21		PMO-232.057-01.jpg	4
232.064		1	POL. 69,21		PMO-232.064-01.jpg	4
232.065		1	POL. 69,21		PMO-232.065-01.jpg	4
232.175		1	POL. 69,13		PMO-232.175-01.jpg	4
232.174		1	POL. 69,13		PMO-232.174-01.jpg	4
232.170		1	POL. 69,13		PMO-232.170-01.jpg	4
232.167		1	POL. 69,13		PMO-232.167-01.jpg	4
232.154		1	POL. 69,13		PMO-232.154-01.jpg	4
232.153		1	POL. 69,13		PMO-232.153-01.jpg	4
232.155		1	POL. 69,13		PMO-232.155-01.jpg	4
232.173		1	POL. 69,13		PMO-232.173-01.jpg	4
232.156		1	POL. 69,13		PMO-232.156-01.jpg	4
232.157		1	POL. 69,13		PMO-232.157-01.jpg	4
232.169		1	POL. 69,13		PMO-232.169-01.jpg	4
232.163		1	POL. 69,13		PMO-232.163-01.jpg	4
232.164		1	POL. 69,13		PMO-232.164-01.jpg	4
232.171		1	POL. 69,13		PMO-232.171-01.jpg	4
232.168		1	POL. 69,13		PMO-232.168-01.jpg	4
232.165		1	POL. 69,13		PMO-232.165-01.jpg	4
232.166		1	POL. 69,13		PMO-232.166-01.jpg	4
232.172		1	POL. 69,13		PMO-232.172-01.jpg	4
232.158		1	POL. 69,13		PMO-232.158-01.jpg	4
232.159		1	POL. 69,13		PMO-232.159-01.jpg	4
232.160		1	POL. 69,13		PMO-232.160-01.jpg	4
232.162		1	POL. 69,13		PMO-232.162-01.jpg	4
232.161		1	POL. 69,13		PMO-232.161-01.jpg	4
232.215		1	POL. 69,11		PMO-232.215-01.jpg	4
232.214		1	POL. 69,11		PMO-232.214-01.jpg	4
232.204		1	POL. 69,11		PMO-232.204-01.jpg	4
232.226		1	POL. 69,11		PMO-232.226-01.jpg	4
232.227		1	POL. 69,11		PMO-232.227-01.jpg	4
232.222		1	POL. 69,11		PMO-232.222-01.jpg	4
232.223		1	POL. 69,11		PMO-232.223-01.jpg	4
232.205		1	POL. 69,11		PMO-232.205-01.jpg	4
232.206		1	POL. 69,11		PMO-232.206-01.jpg	4
232.207		1	POL. 69,11		PMO-232.207-01.jpg	4
232.208		1	POL. 69,11		PMO-232.208-01.jpg	4
232.209		1	POL. 69,11		PMO-232.209-01.jpg	4
232.224		1	POL. 69,11		PMO-232.224-01.jpg	4
232.225		1	POL. 69,11		PMO-232.225-01.jpg	4
232.211		1	POL. 69,11		PMO-232.211-01.jpg	4
232.212		1	POL. 69,11		PMO-232.212-01.jpg	4
232.213		1	POL. 69,11		PMO-232.213-01.jpg	4
232.201		1	POL. 69,11		PMO-232.201-01.jpg	4
232.202		1	POL. 69,11		PMO-232.202-01.jpg	4
232.203		1	POL. 69,11		PMO-232.203-01.jpg	4
232.217		1	POL. 69,11		PMO-232.217-01.jpg	4
232.218		1	POL. 69,11		PMO-232.218-01.jpg	4
232.219		1	POL. 69,11		PMO-232.219-01.jpg	4
232.220		1	POL. 69,11		PMO-232.220-01.jpg	4
232.221		1	POL. 69,11		PMO-232.221-01.jpg	4
232.210		1	POL. 69,11		PMO-232.210-01.jpg	4
232.216		1	POL. 69,11		PMO-232.216-01.jpg	4
