occurrenceID	catalogNumber	collectionCode	genus	species	_labelType	recordedBy	day	month	year	associatedMedia	_locality	county	stateProvince	country	occurrenceRemarks
97CC0204-E74A-11E4-BDA2-00155D012A60	785287	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	7	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785287-01	Notodden	Notodden	Telemark	Norway	
97CDD3AE-E74A-11E4-BD1D-00155D012A60	785292	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	7	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785292-01	Notodden	Notodden	Telemark	Norway	
97CE2818-E74A-11E4-B377-00155D012A60	785293	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	7	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785293-01	Notodden	Notodden	Telemark	Norway	
97CE7B24-E74A-11E4-B498-00155D012A60	785294	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	7	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785294-01	Notodden	Notodden	Telemark	Norway	
B07F2A56-E74A-11E4-9609-00155D012A60	803971	Nordic-Herbarium	Polygonum	aviculare	H, T	Dyring, Joh.	7	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-803971-01	Notodden: Veim hil Strupa*	Notodden	Telemark	Norway	
DBAFF642-E74A-11E4-A26D-00155D012A60	836449	Nordic-Herbarium	Myosotis	palustris	H, T	Dyring, Joh.	7	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-836449-01	Notodden	Notodden	Telemark	Norway	
97C9FDCE-E74A-11E4-A609-00155D012A60	785281	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	9	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785281-01	Notodden	Notodden	Telemark	Norway	
97CB594E-E74A-11E4-A104-00155D012A60	785285	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	9	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785285-01	Notodden	Notodden	Telemark	Norway	
97CD7DAA-E74A-11E4-8265-00155D012A60	785291	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	9	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785291-01	Notodden	Notodden	Telemark	Norway	
97CFCB46-E74A-11E4-98B3-00155D012A60	785298	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	9	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785298-01	Notodden	Notodden	Telemark	Norway	
97CB06CE-E74A-11E4-A235-00155D012A60	785284	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	10	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785284-01	Notodden	Notodden	Telemark	Norway	
B07F7E0C-E74A-11E4-B278-00155D012A60	803972	Nordic-Herbarium	Polygonum	aviculare	H, T	Dyring, Joh.	10	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-803972-01	Notodden: Strupa*	Notodden	Telemark	Norway	
F9CDDC20-E74A-11E4-8867-00155D012A60	848331	Nordic-Herbarium	Antennaria	dioica	H	Dyring, Joh.	11	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-848331-01	Notodden	Notodden	Telemark	Norway	
0AA44606-E74B-11E4-8244-00155D012A60	860687	Nordic-Herbarium	Carex	leporina	H,T	Dyring, Joh.	11	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-860687-01	Notodden	Notodden	Telemark	Norway	
1519660C-E74B-11E4-976A-00155D012A60	868395	Nordic-Herbarium	Carex	oederi	H,T	Dyring, Joh.	12	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-868395-01	Notodden	Notodden	Telemark	Norway	
97CA52A6-E74A-11E4-BCE6-00155D012A60	785282	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	13	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785282-01	Notodden	Notodden	Telemark	Norway	
97CC7734-E74A-11E4-8A33-00155D012A60	785288	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	13	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785288-01	Notodden	Notodden	Telemark	Norway	
97CAB1F6-E74A-11E4-8FFC-00155D012A60	785283	Nordic-Herbarium	Salix	cinerea	H, T	Dyring, Joh.	16	7	1928	http://www.unimus.no/photos/image/jpeg/O-V-785283-01	Notodden	Notodden	Telemark	Norway	
B9510BAE-E74A-11E4-A740-00155D012A60	810620	Nordic-Herbarium	Sagina	linnaei	H, T	Dyring, Joh.	17	6	1929	http://www.unimus.no/photos/image/jpeg/O-V-810620-01	Notodden	Notodden	Telemark	Norway	
AE8DF0F6-E74A-11E4-A066-00155D012A60	802489	Nordic-Herbarium			H, T	Dyring, Joh.	21	6	1929	http://www.unimus.no/photos/image/jpeg/O-V-802489-01	Notodden: VeinhilStranpa*	Notodden	Telemark	Norway	
AE8E44C0-E74A-11E4-8011-00155D012A60	802490	Nordic-Herbarium	Betula	coriacea	H, T	Dyring, Joh.	24	6	1929	http://www.unimus.no/photos/image/jpeg/O-V-802490-01	Notodden	Notodden	Telemark	Norway	
C2370142-E74A-11E4-BCF3-00155D012A60	817245	Nordic-Herbarium	Nymphaea	alba	H	Dyring, Joh.	25	6	1929	http://www.unimus.no/photos/image/jpeg/O-V-817245-01	Notodden	Notodden	Telemark	Norway	
FB403BAC-E74A-11E4-8DD5-00155D012A60	849416	Nordic-Herbarium	Carduus	crispus	H	Dyring, Joh.	28	7	1977	http://www.unimus.no/photos/image/jpeg/O-V-849416-01	Brevik	Porsgrunn	Telemark	Norway	
9AF30D06-E74A-11E4-A145-00155D012A60	787669	Nordic-Herbarium	Salix	glauca	H, T	Egeland, John			1911	http://www.unimus.no/photos/image/jpeg/O-V-787669-01	Seljord	Seljord	Telemark	Norway	
158D7646-E74B-11E4-8DD9-00155D012A60	868743	Nordic-Herbarium	Carex	saxatilis	H, T	Egeland, John	29	7	1915	http://www.unimus.no/photos/image/jpeg/O-V-868743-01	Telemark. Kvauunen, Aamotsdal*		Telemark	Norway	
0D569232-E74B-11E4-99E7-00155D012A60	862688	Nordic-Herbarium	Carex	nigra	T	Elven, Reidar	11	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-862688-01	Langesund	Bamble	Telemark	Norway	
0E610400-E74B-11E4-94E0-00155D012A60	863424	Nordic-Herbarium	Carex	nigra	T	Elven, Reidar	11	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-863424-01	Langesund	Bamble	Telemark	Norway	
1254058A-E74B-11E4-8C00-00155D012A60	866337	Nordic-Herbarium	Carex	paleacea	H, T	Elven, Reidar	11	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-866337-01	Langesund	Bamble	Telemark	Norway	
269F53A0-E74B-11E4-9FC3-00155D012A60	881211	Nordic-Herbarium	Elytrigia	juncea	T	Elven, Reidar	18	6	1976	http://www.unimus.no/photos/image/jpeg/O-V-881211-01	Langesund	Bamble	Telemark	Norway	
9AD44D3A-E74A-11E4-BF8F-00155D012A60	787577	Nordic-Herbarium	Salix	glauca	H, T	Enander, S. J.	1	7	1918	http://www.unimus.no/photos/image/jpeg/O-V-787577-01	Brevik	Porsgrunn	Telemark	Norway	
9A380C2C-E74A-11E4-88A0-00155D012A60	787116	Nordic-Herbarium	Salix	aurita	H	Engelskjøn, Torstein	7	7	1954	http://www.unimus.no/photos/image/jpeg/O-V-787116-01	Kviteseid	Kviteseid	Telemark	Norway	
145C211E-E74B-11E4-B3C3-00155D012A60	867841	Nordic-Herbarium	Carex	pilulifera	H	Engelskjøn, Torstein	7	7	1954	http://www.unimus.no/photos/image/jpeg/O-V-867841-01	Kviteseid	Kviteseid	Telemark	Norway	
9A3764B6-E74A-11E4-8223-00155D012A60	787114	Nordic-Herbarium	Salix	aurita	T	Engelskjøn, Torstein	7	7	1959	http://www.unimus.no/photos/image/jpeg/O-V-787114-01	Kviteseid	Kviteseid	Telemark	Norway	
ABE9C87A-E74A-11E4-BDCA-00155D012A60	800479	Nordic-Herbarium	Betula	nana	H	Engelskjøn, Torstein	7	7	1959	http://www.unimus.no/photos/image/jpeg/O-V-800479-01	Kviteseid	Kviteseid	Telemark	Norway	
F31CB3BA-E74A-11E4-889E-00155D012A60	843314	Nordic-Herbarium	Euphrasia	frigida	T	Engelskjøn, Torstein	7	7	1959	http://www.unimus.no/photos/image/jpeg/O-V-843314-01	Kviteseid	Kviteseid	Telemark	Norway	
F9B25022-E74A-11E4-920A-00155D012A60	848249	Nordic-Herbarium	Arctium	minus	H	Engelskjøn, Torstein	7	7	1959	http://www.unimus.no/photos/image/jpeg/O-V-848249-01	Seljord	Seljord	Telemark	Norway	
145B7976-E74B-11E4-AF2E-00155D012A60	867839	Nordic-Herbarium	Carex	pilulifera	H	Engelskjøn, Torstein	7	7	1959	http://www.unimus.no/photos/image/jpeg/O-V-867839-01	Kviteseid	Kviteseid	Telemark	Norway	
ABEA6DA2-E74A-11E4-9A4F-00155D012A60	800481	Nordic-Herbarium	Betula	nana	H	Engelskjøn, Torstein	2	4	1968	http://www.unimus.no/photos/image/jpeg/O-V-800481-01	Nissedal	Nissedal	Telemark	Norway	
25F6C046-E74B-11E4-9E98-00155D012A60	880719	Nordic-Herbarium	Sieglingia	decumbens	T	Evje, Geir Arne	10	7	1980	http://www.unimus.no/photos/image/jpeg/O-V-880719-01	Tokke	Tokke	Telemark	Norway	
C36596C8-E74A-11E4-B99F-00155D012A60	818152	Nordic-Herbarium	Actaea	spicata	T	Fagernæs, Kari E.	9	6	1978	http://www.unimus.no/photos/image/jpeg/O-V-818152-01	Kragerø	Kragerø	Telemark	Norway	
A6D489F6-E74A-11E4-A0CC-00155D012A60	796605	Nordic-Herbarium	Salix	myrsinites	H	Flotorp, Signe	3	7	1968	http://www.unimus.no/photos/image/jpeg/O-V-796605-01	Hjartdal	Hjartdal	Telemark	Norway	
1CD6204C-E74B-11E4-B292-00155D012A60	874075	Nordic-Herbarium	Scirpus	caespitosus	H, T	Flottorp, A,	26	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-874075-01	Hjartdal	Hjartdal	Telemark	Norway	
9A3D4674-E74A-11E4-BC58-00155D012A60	787132	Nordic-Herbarium	Salix		H	Flottorp, Arne	5	7	1968	http://www.unimus.no/photos/image/jpeg/O-V-787132-01	Hjartdal	Hjartdal	Telemark	Norway	
9AFE83CA-E74A-11E4-90EF-00155D012A60	787702	Nordic-Herbarium	Salix	glauca	H	Flottorp, Arne	16	7	1969	http://www.unimus.no/photos/image/jpeg/O-V-787702-01	Hjartdal	Hjartdal	Telemark	Norway	
9AF97ECA-E74A-11E4-80B2-00155D012A60	787687	Nordic-Herbarium	Salix	glauca	H	Flottorp, Arne	23	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-787687-01	Hjartdal	Hjartdal	Telemark	Norway	
B947FA1E-E74A-11E4-965D-00155D012A60	810593	Nordic-Herbarium	Sagina	normaniana	H	Flottorp, Arne	24	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-810593-01	Hjartdal	Hjartdal	Telemark	Norway	
1458869E-E74B-11E4-932E-00155D012A60	867830	Nordic-Herbarium	Carex	pilulifera	H	Flottorp, Signe	1	7	1968	http://www.unimus.no/photos/image/jpeg/O-V-867830-01	Hjartdal	Hjartdal	Telemark	Norway	
158DD5B4-E74B-11E4-B3F4-00155D012A60	868744	Nordic-Herbarium	Carex	saxatilis	H	Flottorp, Signe	3	7	1968	http://www.unimus.no/photos/image/jpeg/O-V-868744-01	Hjartdal	Hjartdal	Telemark	Norway	
190839A0-E74B-11E4-88C6-00155D012A60	871298	Nordic-Herbarium	Eriophorum	vaginatum	H, T	Flottorp, Signe	26	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-871298-01	Hjartdal	Hjartdal	Telemark	Norway	
1906794E-E74B-11E4-AA19-00155D012A60	871293	Nordic-Herbarium	Carex	vaginata	H, T	Flottorp, V.	26	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-871293-01	Hjartdal	Hjartdal	Telemark	Norway	
1CD565EE-E74B-11E4-8881-00155D012A60	874074	Nordic-Herbarium	Scirpus	caespitosus	H, T	Flottorp, V.	26	6	1970	http://www.unimus.no/photos/image/jpeg/O-V-874074-01	Hjartdal	Hjartdal	Telemark	Norway	
A6D4DDF2-E74A-11E4-BD24-00155D012A60	796606	Nordic-Herbarium	Salix	myrsinites	H	Flottorp, Vigdis	2	7	1968	http://www.unimus.no/photos/image/jpeg/O-V-796606-01	Hjartdal	Hjartdal	Telemark	Norway	
B603E124-E74A-11E4-85C0-00155D012A60	808183	Nordic-Herbarium	Cerastium	alpinum	H	Flottorp, Vigdis	2	7	1968	http://www.unimus.no/photos/image/jpeg/O-V-808183-01	Hjartdal	Hjartdal	Telemark	Norway	
AEC95056-E74A-11E4-91C8-00155D012A60	802665	Nordic-Herbarium	Polygonum	hydropiper	H	Fondal, Einar	9	7	1953	http://www.unimus.no/photos/image/jpeg/O-V-802665-01	Bamle, Stokkevann	Bamble	Telemark	Norway	
F7175A56-E74A-11E4-801E-00155D012A60	846297	Nordic-Herbarium	Veronica	beccabunga	T	Fridtz, R. E.	23	7	1873	http://www.unimus.no/photos/image/jpeg/O-V-846297-01	Gjerpen	Skien	Telemark	Norway	
0D59D262-E74B-11E4-876E-00155D012A60	862696	Nordic-Herbarium	Carex	caespitosa	T	Fridtz, R. E.		7	1874	http://www.unimus.no/photos/image/jpeg/O-V-862696-01	Bratsbergs amt, Dal	Tinn	Telemark	Norway	
AAD9B01C-E74A-11E4-A61C-00155D012A60	799667	Nordic-Herbarium	Betula	nana	H, T	Fridtz, R. E.		7	1874	http://www.unimus.no/photos/image/jpeg/O-V-799667-01	Gausta (c. 1200 m.); Dal.	Tinn	Telemark	Norway	
B6038BB6-E74A-11E4-80F4-00155D012A60	808182	Nordic-Herbarium	Cerastium	alpinum	H, T	Fridtz, R. E.		7	1874	http://www.unimus.no/photos/image/jpeg/O-V-808182-01	Bratsberg amt: Gausta, Dal. (Telemarken)		Telemark	Norway	
C6FC380A-E74A-11E4-A118-00155D012A60	820845	Nordic-Herbarium	Ranunculus	acer	H, T	Fridtz, R. E.		7	1874	http://www.unimus.no/photos/image/jpeg/O-V-820845-01	Gausta (c. 1200 m.); Dal.	Tinn	Telemark	Norway	
11F12E06-E74B-11E4-A66F-00155D012A60	866056	Nordic-Herbarium	Carex	panicea	T	Fridtz, R. E.		7	1874	http://www.unimus.no/photos/image/jpeg/O-V-866056-01	Tinn	Tinn	Telemark	Norway	
18734FC0-E74B-11E4-8D1F-00155D012A60	870893	Nordic-Herbarium	Eriophorum	scheuchzeri	T	Fridtz, R. E.		7	1874	http://www.unimus.no/photos/image/jpeg/O-V-870893-01	Bratsbergs amt: Gausta. Dal. 		Telemark	Norway	
B27F2FAE-E74A-11E4-A2F3-00155D012A60	805496	Nordic-Herbarium	Polygonum	aviculare	T	Fridtz, R. E.	1	7	1882	http://www.unimus.no/photos/image/jpeg/O-V-805496-01	Bamble	Bamble	Telemark	Norway	
C72AF74E-E74A-11E4-819F-00155D012A60	820962	Nordic-Herbarium	Papaver	dubium	H	Fridtz, R. E.	1	7	1882	http://www.unimus.no/photos/image/jpeg/O-V-820962-01	Langesund	Bamble	Telemark	Norway	
B27EDC2A-E74A-11E4-8940-00155D012A60	805495	Nordic-Herbarium	Polygonum	aviculare	H, T	Fridtz, R. E.		7	1882	http://www.unimus.no/photos/image/jpeg/O-V-805495-01	Langesund	Bamble	Telemark	Norway	
A85FCB46-E74A-11E4-A9FD-00155D012A60	797775	Nordic-Herbarium	Alnus	incana	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-797775-01	Eidanger	Porsgrunn	Telemark	Norway	
DC21FEA4-E74A-11E4-9FDE-00155D012A60	836794	Nordic-Herbarium	Myosotis	caespitosa	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-836794-01	Eidanger	Porsgrunn	Telemark	Norway	
DC273720-E74A-11E4-B310-00155D012A60	836810	Nordic-Herbarium	Myosotis	caespitosa	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-836810-01	Eidanger	Porsgrunn	Telemark	Norway	
F71704AC-E74A-11E4-B9C3-00155D012A60	846296	Nordic-Herbarium	Veronica	beccabunga	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-846296-01	Eidanger	Porsgrunn	Telemark	Norway	
F8CC679C-E74A-11E4-B23D-00155D012A60	847573	Nordic-Herbarium	Valeriana	procurrens	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-847573-01	Eidanger	Porsgrunn	Telemark	Norway	
F8CFB0A0-E74A-11E4-B145-00155D012A60	847583	Nordic-Herbarium	Valeriana	procurrens	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-847583-01	Eidanger	Porsgrunn	Telemark	Norway	
0468CCE4-E74B-11E4-BFEB-00155D012A60	856113	Nordic-Herbarium	Juncus	gerardi	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-856113-01	Eidanger	Porsgrunn	Telemark	Norway	
0A9E4922-E74B-11E4-BD2C-00155D012A60	860670	Nordic-Herbarium	Carex	leporina	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-860670-01	Eidanger	Porsgrunn	Telemark	Norway	
0A9EB6A0-E74B-11E4-9A37-00155D012A60	860671	Nordic-Herbarium	Carex	leporina	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-860671-01	Eidanger	Porsgrunn	Telemark	Norway	
132AB4FE-E74B-11E4-A8F0-00155D012A60	866950	Nordic-Herbarium	Carex	ampullacea	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-866950-01	Eidanger	Porsgrunn	Telemark	Norway	
171E6FE2-E74B-11E4-A400-00155D012A60	869907	Nordic-Herbarium	Eleocharis	mamillata	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-869907-01	Eidanger	Porsgrunn	Telemark	Norway	
17FD072A-E74B-11E4-99AB-00155D012A60	870559	Nordic-Herbarium	Carex	salina	T	Fridtz, R. E.	7	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-870559-01	Eidanger	Porsgrunn	Telemark	Norway	
B94F9FE4-E74A-11E4-B943-00155D012A60	810616	Nordic-Herbarium	Sagina	procumbens	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-810616-01	Eidanger	Porsgrunn	Telemark	Norway	
D7BE9926-E74A-11E4-9BB1-00155D012A60	833509	Nordic-Herbarium	Galium	palustre	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-833509-01	Eidanger	Porsgrunn	Telemark	Norway	
DE1A420C-E74A-11E4-B010-00155D012A60	838308	Nordic-Herbarium	Prunella	vulgaris	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-838308-01	Eidanger	Porsgrunn	Telemark	Norway	
F9B1FF14-E74A-11E4-8B07-00155D012A60	848248	Nordic-Herbarium	Arctium	minus	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-848248-01	Eidanger	Porsgrunn	Telemark	Norway	
F9C78F14-E74A-11E4-B160-00155D012A60	848314	Nordic-Herbarium	Antennaria	dioica	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-848314-01	Eidanger	Porsgrunn	Telemark	Norway	
1255AC28-E74B-11E4-B0A0-00155D012A60	866342	Nordic-Herbarium	Carex	maritima	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-866342-01	Eidanger	Porsgrunn	Telemark	Norway	
17FD5D92-E74B-11E4-8F7A-00155D012A60	870560	Nordic-Herbarium	Carex	salina	T	Fridtz, R. E.	8	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-870560-01	Eidanger	Porsgrunn	Telemark	Norway	
AF518C14-E74A-11E4-9682-00155D012A60	803072	Nordic-Herbarium	Polygonum	convolvulus	T	Fridtz, R. E.	9	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-803072-01	Eidanger	Porsgrunn	Telemark	Norway	
BC723452-E74A-11E4-BB69-00155D012A60	812897	Nordic-Herbarium	Silene	inflata	T	Fridtz, R. E.	9	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-812897-01	Eidanger	Porsgrunn	Telemark	Norway	
033CEE2C-E74B-11E4-93DB-00155D012A60	855249	Nordic-Herbarium	Tanacetum	vulgare	H, T	Fridtz, R. E.	9	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-855249-01	Eidanger	Porsgrunn	Telemark	Norway	
ADDE40DE-E74A-11E4-A884-00155D012A60	801970	Nordic-Herbarium	Quercus	pedunculata	T	Fridtz, R. E.	10	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-801970-01	Eidanger	Porsgrunn	Telemark	Norway	
B74846B0-E74A-11E4-B5F3-00155D012A60	809100	Nordic-Herbarium	Cerastium	vulgatum	T	Fridtz, R. E.	10	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-809100-01	Eidanger	Porsgrunn	Telemark	Norway	
BD134E64-E74A-11E4-A675-00155D012A60	813384	Nordic-Herbarium	Melandrium	rubrum	T	Fridtz, R. E.	10	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-813384-01	Eidanger	Porsgrunn	Telemark	Norway	
CDED8646-E74A-11E4-A2E1-00155D012A60	826082	Nordic-Herbarium	Potentilla	neglecta	H, T	Fridtz, R. E.	10	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-826082-01	Eidanger	Porsgrunn	Telemark	Norway	
F47EDF4E-E74A-11E4-B9FD-00155D012A60	844361	Nordic-Herbarium	Pedicularis	palustris	T	Fridtz, R. E.	10	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-844361-01	Eidanger	Porsgrunn	Telemark	Norway	
17FC5E10-E74B-11E4-8C18-00155D012A60	870557	Nordic-Herbarium	Carex	salina	T	Fridtz, R. E.	10	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-870557-01	Eidanger	Porsgrunn	Telemark	Norway	
B1A5FAEA-E74A-11E4-97BA-00155D012A60	804850	Nordic-Herbarium	Rumex	acetosella	T	Fridtz, R. E.	11	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-804850-01	Eidanger	Porsgrunn	Telemark	Norway	
11E96AAE-E74B-11E4-B98C-00155D012A60	866033	Nordic-Herbarium	Carex	panicea	T	Fridtz, R. E.	11	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-866033-01	Eidanger	Porsgrunn	Telemark	Norway	
145492E6-E74B-11E4-949E-00155D012A60	867818	Nordic-Herbarium	Carex	pulicaris	T	Fridtz, R. E.	11	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-867818-01	Eidanger	Porsgrunn	Telemark	Norway	
17FCB1DA-E74B-11E4-BB32-00155D012A60	870558	Nordic-Herbarium	Carex	salina	T	Fridtz, R. E.	11	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-870558-01	Eidanger	Porsgrunn	Telemark	Norway	
A9F2082A-E74A-11E4-99E7-00155D012A60	798978	Nordic-Herbarium	Betula	verrucosa	T	Fridtz, R. E.	12	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-798978-01	Eidanger	Porsgrunn	Telemark	Norway	
B9504728-E74A-11E4-84C4-00155D012A60	810618	Nordic-Herbarium	Sagina	procumbens	T	Fridtz, R. E.	12	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-810618-01	Eidanger	Porsgrunn	Telemark	Norway	
DC26E392-E74A-11E4-A8D2-00155D012A60	836809	Nordic-Herbarium	Myosotis	caespitosa	T	Fridtz, R. E.	12	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-836809-01	Eidanger	Porsgrunn	Telemark	Norway	
015F6F12-E74B-11E4-AE5A-00155D012A60	853887	Nordic-Herbarium	Sonchus	arvensis	T	Fridtz, R. E.	12	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-853887-01	Eidanger	Porsgrunn	Telemark	Norway	
02C0C824-E74B-11E4-8AA9-00155D012A60	854898	Nordic-Herbarium	Senecio	vulgaris	T	Fridtz, R. E.	12	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-854898-01	Eidanger	Porsgrunn	Telemark	Norway	
1253B256-E74B-11E4-B3E5-00155D012A60	866336	Nordic-Herbarium	Carex	maritima	H, T	Fridtz, R. E.	12	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-866336-01	Eidanger	Porsgrunn	Telemark	Norway	
F9C6E730-E74A-11E4-83E1-00155D012A60	848312	Nordic-Herbarium	Antennaria	dioica	T	Fridtz, R. E.	13	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-848312-01	Gjerpen	Skien	Telemark	Norway	
1223D4E6-E74B-11E4-B11F-00155D012A60	866198	Nordic-Herbarium	Carex	pallescens	T	Fridtz, R. E.	13	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-866198-01	Gjerpen	Skien	Telemark	Norway	
1457360E-E74B-11E4-96BB-00155D012A60	867826	Nordic-Herbarium	Carex	pulicaris	T	Fridtz, R. E.	13	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-867826-01	Gjerpen	Skien	Telemark	Norway	
B24945BA-E74A-11E4-B9DC-00155D012A60	805335	Nordic-Herbarium	Polygonum	lapathifolium	T	Fridtz, R. E.	14	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-805335-01	Eidanger	Porsgrunn	Telemark	Norway	
FFCDF86C-E74A-11E4-A3B4-00155D012A60	852769	Nordic-Herbarium	Gnaphalium	uliginosum	T	Fridtz, R. E.	14	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-852769-01	Eidanger	Porsgrunn	Telemark	Norway	
171EC51E-E74B-11E4-9E55-00155D012A60	869908	Nordic-Herbarium	Eleocharis	mamillata	T	Fridtz, R. E.	14	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-869908-01	Eidanger	Porsgrunn	Telemark	Norway	
C234F848-E74A-11E4-88AE-00155D012A60	817239	Nordic-Herbarium	Nymphaea	alba	T	Fridtz, R. E.	15	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-817239-01	Eidanger	Porsgrunn	Telemark	Norway	
CB8D300E-E74A-11E4-A753-00155D012A60	824270	Nordic-Herbarium	Drosera	rotundifolia	H, T	Fridtz, R. E.	15	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-824270-01	Eidanger	Porsgrunn	Telemark	Norway	
132B083C-E74B-11E4-AB85-00155D012A60	866951	Nordic-Herbarium	Carex	ampullacea	T	Fridtz, R. E.	15	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-866951-01	Eidanger	Porsgrunn	Telemark	Norway	
A6D90850-E74A-11E4-B7F1-00155D012A60	796618	Nordic-Herbarium	Salix	myrsinites	T	Fridtz, R. E.	16	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-796618-01	Eidanger	Porsgrunn	Telemark	Norway	
9A2F27A6-E74A-11E4-8D14-00155D012A60	787089	Nordic-Herbarium	Populus	tremula	T	Fridtz, R. E.	17	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-787089-01	Eidanger	Porsgrunn	Telemark	Norway	
AF553F80-E74A-11E4-9FE8-00155D012A60	803083	Nordic-Herbarium	Polygonum	convolvulus	T	Fridtz, R. E.	17	7	1904	http://www.unimus.no/photos/image/jpeg/O-V-803083-01	Eidanger	Porsgrunn	Telemark	Norway	
